poisonous,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,label,poisonous_readable,cap_shape_readable,cap_surface_readable,cap_color_readable,bruises_readable,odor_readable,gill_attachment_readable,gill_spacing_readable,gill_size_readable,gill_color_readable,stalk_shape_readable,stalk_root_readable,stalk_surface_above_ring_readable,stalk_surface_below_ring_readable,stalk_color_above_ring_readable,stalk_color_below_ring_readable,veil_type_readable,veil_color_readable,ring_number_readable,ring_type_readable,spore_print_color_readable,population_readable,habitat_readable,label_num,has_bruises,odor_freq,odor_poison_rate,cap_shape_surface,odor_capcolor,gill_is_pink,gill_is_brown,gill_is_white,gill_is_chocolate,gill_is_gray,gill_is_purple,gill_is_black,gill_is_green,gill_is_yellow,cap_shape_surface_te,odor_capcolor_te,cap_shape_surface_te_full,odor_capcolor_te_full,has_bruises
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,edible,edible,convex,fibrous,brown,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,convex_fibrous,none|brown,1,0,0,0,0,0,0,0,0,0.38636363,0.0,0.37906137,0.0,True
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g,poisonous,poisonous,flat,scaly,white,has_bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,1,True,256,1.0,flat_scaly,pungent|white,0,0,1,0,0,0,0,0,0,0.4338896,1.0,0.4353671,1.0,True
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,poisonous,poisonous,convex,smooth,white,has_bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban,1,True,256,1.0,convex_smooth,pungent|white,1,0,0,0,0,0,0,0,0,0.4830827,1.0,0.4620061,1.0,True
p,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,poisonous,poisonous,flat,smooth,brown,has_bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,urban,1,True,256,1.0,flat_smooth,pungent|brown,1,0,0,0,0,0,0,0,0,0.5014493,1.0,0.5,1.0,True
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,edible,edible,convex,fibrous,brown,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,convex_fibrous,none|brown,0,0,0,0,0,1,0,0,0,0.37457046,0.0,0.37906137,0.0,True
e,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,edible,edible,bell,scaly,white,has_bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,0,True,400,0.0,bell_scaly,anise|white,0,0,0,0,1,0,0,0,0,0.125,0.0,0.13907285,0.0,True
p,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,poisonous,poisonous,flat,scaly,white,has_bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,1,True,256,1.0,flat_scaly,pungent|white,0,0,0,0,0,0,1,0,0,0.4338896,1.0,0.4353671,1.0,True
e,f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,edible,edible,flat,fibrous,white,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,flat_fibrous,none|white,1,0,0,0,0,0,0,0,0,0.3160494,0.116883114,0.3201581,0.11111111,False
e,x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,edible,edible,convex,smooth,white,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,convex_smooth,none|white,0,1,0,0,0,0,0,0,0,0.46628132,0.1106383,0.4620061,0.11111111,False
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,edible,edible,convex,fibrous,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,convex_fibrous,none|brown,0,1,0,0,0,0,0,0,0,0.37457046,0.0,0.37906137,0.0,True
e,x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,edible,edible,convex,smooth,brown,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,convex_smooth,none|brown,0,0,0,1,0,0,0,0,0,0.46628132,0.0,0.4620061,0.0,False
e,f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,edible,edible,flat,fibrous,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,flat_fibrous,none|brown,1,0,0,0,0,0,0,0,0,0.3226994,0.0,0.3201581,0.0,False
e,f,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,edible,edible,flat,fibrous,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,flat_fibrous,none|brown,0,1,0,0,0,0,0,0,0,0.3160494,0.0,0.3201581,0.0,False
p,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,poisonous,poisonous,flat,scaly,brown,has_bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,urban,1,True,256,1.0,flat_scaly,pungent|brown,1,0,0,0,0,0,0,0,0,0.4338896,1.0,0.4353671,1.0,True
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,poisonous,poisonous,flat,scaly,white,has_bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses,1,True,256,1.0,flat_scaly,pungent|white,0,0,1,0,0,0,0,0,0,0.45466492,1.0,0.4353671,1.0,True
e,x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,edible,edible,convex,smooth,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,convex_smooth,none|brown,1,0,0,0,0,0,0,0,0,0.47448015,0.0,0.4620061,0.0,False
e,f,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,edible,edible,flat,fibrous,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,flat_fibrous,none|gray,1,0,0,0,0,0,0,0,0,0.3160494,0.0,0.3201581,0.0,False
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,edible,edible,convex,fibrous,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,convex_fibrous,none|brown,0,1,0,0,0,0,0,0,0,0.38636363,0.0,0.37906137,0.0,True
e,f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,edible,edible,flat,smooth,gray,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,flat_smooth,none|gray,0,0,0,0,0,0,1,0,0,0.5039788,0.0,0.5,0.0,False
e,f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,edible,edible,flat,fibrous,brown,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,flat_fibrous,none|brown,0,0,0,1,0,0,0,0,0,0.3226994,0.0,0.3201581,0.0,False
p,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,poisonous,poisonous,flat,smooth,brown,has_bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,1,True,256,1.0,flat_smooth,pungent|brown,0,0,0,0,0,0,1,0,0,0.5039788,1.0,0.5,1.0,True
e,x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,edible,edible,convex,fibrous,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,0,False,2776,0.031700287,convex_fibrous,none|brown,0,1,0,0,0,0,0,0,0,0.36973834,0.0,0.37906137,0.0,False
p,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g,poisonous,poisonous,flat,scaly,brown,has_bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses,1,True,256,1.0,flat_scaly,pungent|brown,1,0,0,0,0,0,0,0,0,0.4338896,1.0,0.4353671,1.0,True
e,x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,edible,edible,convex,smooth,gray,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,convex_smooth,none|gray,0,1,0,0,0,0,0,0,0,0.44767442,0.0,0.4620061,0.0,False
e,f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,edible,edible,flat,fibrous,white,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,flat_fibrous,none|white,1,0,0,0,0,0,0,0,0,0.3226994,0.1106383,0.3201581,0.11111111,False
e,x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,edible,edible,convex,smooth,white,no_bruises,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,0,False,2776,0.031700287,convex_smooth,none|white,0,1,0,0,0,0,0,0,0,0.4830827,0.102678575,0.4620061,0.11111111,False
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,edible,edible,convex,fibrous,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,woods,0,True,2776,0.031700287,convex_fibrous,none|brown,0,1,0,0,0,0,0,0,0,0.36973834,0.0,0.37906137,0.0,True
e,x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,edible,edible,convex,smooth,brown,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,convex_smooth,none|brown,0,0,0,1,0,0,0,0,0,0.46628132,0.0,0.4620061,0.0,False
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,poisonous,poisonous,flat,smooth,white,has_bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,urban,1,True,256,1.0,flat_smooth,pungent|white,0,0,0,0,0,0,1,0,0,0.5014493,1.0,0.5,1.0,True
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,edible,edible,convex,fibrous,brown,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,convex_fibrous,none|brown,1,0,0,0,0,0,0,0,0,0.38636363,0.0,0.37906137,0.0,True
e,x,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,edible,edible,convex,smooth,white,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,convex_smooth,none|white,0,1,0,0,0,0,0,0,0,0.46628132,0.1106383,0.4620061,0.11111111,False
e,f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,edible,edible,flat,smooth,white,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,flat_smooth,none|white,0,0,0,0,0,0,1,0,0,0.5039788,0.104347825,0.5,0.11111111,False
e,x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,edible,edible,convex,smooth,white,has_bruises,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,purple,several,woods,0,True,400,0.0,convex_smooth,almond|white,0,1,0,0,0,0,0,0,0,0.44767442,0.0,0.4620061,0.0,True
e,x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,edible,edible,convex,fibrous,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,convex_fibrous,none|brown,1,0,0,0,0,0,0,0,0,0.38636363,0.0,0.37906137,0.0,False
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,edible,edible,convex,scaly,gray,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,convex_scaly,none|gray,1,0,0,0,0,0,0,0,0,0.35514018,0.0,0.37243947,0.0,True
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,edible,edible,convex,fibrous,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,woods,0,True,2776,0.031700287,convex_fibrous,none|brown,0,1,0,0,0,0,0,0,0,0.37697518,0.0,0.37906137,0.0,True
e,x,s,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,edible,edible,convex,smooth,yellow,has_bruises,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,purple,several,woods,0,True,400,0.0,convex_smooth,almond|yellow,1,0,0,0,0,0,0,0,0,0.47448015,0.0,0.4620061,0.0,True
e,f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,edible,edible,flat,fibrous,gray,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,flat_fibrous,none|gray,0,0,0,1,0,0,0,0,0,0.3160494,0.0,0.3201581,0.0,False
e,x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,edible,edible,convex,smooth,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,convex_smooth,none|brown,0,1,0,0,0,0,0,0,0,0.43843284,0.0,0.4620061,0.0,False
e,x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,edible,edible,convex,scaly,red,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,woods,0,True,2776,0.031700287,convex_scaly,none|red,0,0,0,0,0,1,0,0,0,0.35514018,0.0,0.37243947,0.0,True
e,f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,edible,edible,flat,smooth,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,flat_smooth,none|gray,1,0,0,0,0,0,0,0,0,0.51267606,0.0,0.5,0.0,False
p,f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,poisonous,poisonous,flat,smooth,white,has_bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,urban,1,True,256,1.0,flat_smooth,pungent|white,0,1,0,0,0,0,0,0,0,0.5014493,1.0,0.5,1.0,True
e,f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,edible,edible,flat,fibrous,white,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,flat_fibrous,none|white,1,0,0,0,0,0,0,0,0,0.32133996,0.104347825,0.3201581,0.11111111,False
e,x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,edible,edible,convex,fibrous,gray,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,0,False,2776,0.031700287,convex_fibrous,none|gray,0,0,0,1,0,0,0,0,0,0.38636363,0.0,0.37906137,0.0,False
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,edible,edible,flat,fibrous,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,flat_fibrous,none|brown,0,0,0,0,0,0,1,0,0,0.3222632,0.0,0.3201581,0.0,False
e,f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,edible,edible,flat,smooth,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,flat_smooth,none|brown,1,0,0,0,0,0,0,0,0,0.5055249,0.0,0.5,0.0,False
e,x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,edible,edible,convex,fibrous,white,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,0,False,2776,0.031700287,convex_fibrous,none|white,0,0,0,0,0,0,1,0,0,0.37697518,0.12068965,0.37906137,0.11111111,False
p,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,poisonous,poisonous,flat,scaly,white,has_bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,1,True,256,1.0,flat_scaly,pungent|white,1,0,0,0,0,0,0,0,0,0.4338896,1.0,0.4353671,1.0,True
e,x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,edible,edible,convex,fibrous,white,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,convex_fibrous,none|white,0,0,0,0,0,0,1,0,0,0.37457046,0.116883114,0.37906137,0.11111111,False
e,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,edible,edible,flat,smooth,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,0,False,2776,0.031700287,flat_smooth,none|brown,0,0,0,0,0,0,1,0,0,0.47696477,0.0,0.5,0.0,False
e,x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,edible,edible,convex,smooth,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,convex_smooth,none|brown,0,1,0,0,0,0,0,0,0,0.43843284,0.0,0.4620061,0.0,False
e,x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,edible,edible,convex,fibrous,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,convex_fibrous,none|gray,1,0,0,0,0,0,0,0,0,0.36973834,0.0,0.37906137,0.0,False
e,x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,edible,edible,convex,smooth,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,convex_smooth,none|brown,0,0,0,0,0,0,1,0,0,0.43843284,0.0,0.4620061,0.0,False
e,f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,edible,edible,flat,scaly,yellow,has_bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,grasses,0,True,400,0.0,flat_scaly,anise|yellow,0,1,0,0,0,0,0,0,0,0.42522758,0.0,0.4353671,0.0,True
p,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,poisonous,poisonous,convex,scaly,brown,has_bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,urban,1,True,256,1.0,convex_scaly,pungent|brown,0,1,0,0,0,0,0,0,0,0.35622817,1.0,0.37243947,1.0,True
e,x,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,edible,edible,convex,fibrous,white,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,convex_fibrous,none|white,1,0,0,0,0,0,0,0,0,0.37697518,0.12068965,0.37906137,0.11111111,False
e,f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,edible,edible,flat,smooth,white,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,flat_smooth,none|white,0,0,0,0,0,0,1,0,0,0.47696477,0.1106383,0.5,0.11111111,False
e,x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,edible,edible,convex,smooth,brown,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,convex_smooth,none|brown,0,0,0,1,0,0,0,0,0,0.43843284,0.0,0.4620061,0.0,False
p,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,poisonous,poisonous,flat,scaly,brown,has_bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,1,True,256,1.0,flat_scaly,pungent|brown,1,0,0,0,0,0,0,0,0,0.4338896,1.0,0.4353671,1.0,True
e,f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,edible,edible,flat,fibrous,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,flat_fibrous,none|gray,1,0,0,0,0,0,0,0,0,0.3226994,0.0,0.3201581,0.0,False
p,f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,poisonous,poisonous,flat,smooth,white,has_bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,urban,1,True,256,1.0,flat_smooth,pungent|white,1,0,0,0,0,0,0,0,0,0.47696477,1.0,0.5,1.0,True
e,f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,edible,edible,flat,smooth,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,flat_smooth,none|brown,0,1,0,0,0,0,0,0,0,0.5055249,0.0,0.5,0.0,False
e,x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,edible,edible,convex,smooth,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,convex_smooth,none|gray,1,0,0,0,0,0,0,0,0,0.46628132,0.0,0.4620061,0.0,False
e,x,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,edible,edible,convex,fibrous,gray,no_bruises,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,convex_fibrous,none|gray,0,1,0,0,0,0,0,0,0,0.38730854,0.0,0.37906137,0.0,False
e,f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,edible,edible,flat,fibrous,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,flat_fibrous,none|brown,0,1,0,0,0,0,0,0,0,0.3226994,0.0,0.3201581,0.0,False
e,f,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,edible,edible,flat,smooth,gray,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,flat_smooth,none|gray,0,0,0,1,0,0,0,0,0,0.47696477,0.0,0.5,0.0,False
e,x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,edible,edible,convex,smooth,white,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,0,False,2776,0.031700287,convex_smooth,none|white,1,0,0,0,0,0,0,0,0,0.46628132,0.1106383,0.4620061,0.11111111,False
e,x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,edible,edible,convex,fibrous,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,0,False,2776,0.031700287,convex_fibrous,none|brown,0,0,0,0,0,0,1,0,0,0.37457046,0.0,0.37906137,0.0,False
e,x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,edible,edible,convex,fibrous,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,0,False,2776,0.031700287,convex_fibrous,none|gray,1,0,0,0,0,0,0,0,0,0.38636363,0.0,0.37906137,0.0,False
e,f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,edible,edible,flat,fibrous,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,0,False,2776,0.031700287,flat_fibrous,none|brown,1,0,0,0,0,0,0,0,0,0.31840795,0.0,0.3201581,0.0,False
e,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,edible,edible,bell,scaly,yellow,has_bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,0,True,400,0.0,bell_scaly,almond|yellow,0,1,0,0,0,0,0,0,0,0.125,0.0,0.13907285,0.0,True
